seq,t_ms,op,tensor,expert_idx,expert_bytes,cache_hit,pack_hit,ram_hit,copy_ms
248,263.835,cpu_gate_route,blk.3.ffn_gate_exps.weight,11,4030464,0,0,0,0.000
249,263.835,cpu_up_route,blk.3.ffn_up_exps.weight,163,4030464,0,0,0,0.000
250,263.835,cpu_gate_route,blk.3.ffn_gate_exps.weight,163,4030464,0,0,0,0.000
251,263.836,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
252,263.836,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
253,263.836,cpu_up_route,blk.3.ffn_up_exps.weight,26,4030464,0,0,0,0.000
254,263.836,cpu_gate_route,blk.3.ffn_gate_exps.weight,26,4030464,0,0,0,0.000
255,263.836,cpu_up_route,blk.3.ffn_up_exps.weight,166,4030464,0,0,0,0.000
256,263.836,cpu_gate_route,blk.3.ffn_gate_exps.weight,166,4030464,0,0,0,0.000
257,263.836,cpu_up_route,blk.3.ffn_up_exps.weight,233,4030464,0,0,0,0.000
258,263.852,cpu_gate_route,blk.3.ffn_gate_exps.weight,233,4030464,0,0,0,0.000
259,263.852,cpu_up_route,blk.3.ffn_up_exps.weight,15,4030464,0,0,0,0.000
260,263.852,cpu_gate_route,blk.3.ffn_gate_exps.weight,15,4030464,0,0,0,0.000
261,263.852,cpu_up_route,blk.3.ffn_up_exps.weight,174,4030464,0,0,0,0.000
262,263.852,cpu_gate_route,blk.3.ffn_gate_exps.weight,174,4030464,0,0,0,0.000
263,263.852,cpu_up_route,blk.3.ffn_up_exps.weight,11,4030464,0,0,0,0.000
264,263.852,cpu_gate_route,blk.3.ffn_gate_exps.weight,11,4030464,0,0,0,0.000
265,263.853,cpu_up_route,blk.3.ffn_up_exps.weight,163,4030464,0,0,0,0.000
266,263.853,cpu_gate_route,blk.3.ffn_gate_exps.weight,163,4030464,0,0,0,0.000
267,263.853,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
268,263.853,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
269,263.853,cpu_up_route,blk.3.ffn_up_exps.weight,26,4030464,0,0,0,0.000
270,263.853,cpu_gate_route,blk.3.ffn_gate_exps.weight,26,4030464,0,0,0,0.000
271,263.853,cpu_up_route,blk.3.ffn_up_exps.weight,166,4030464,0,0,0,0.000
272,263.853,cpu_gate_route,blk.3.ffn_gate_exps.weight,166,4030464,0,0,0,0.000
273,263.853,cpu_up_route,blk.3.ffn_up_exps.weight,233,4030464,0,0,0,0.000
274,263.853,cpu_gate_route,blk.3.ffn_gate_exps.weight,233,4030464,0,0,0,0.000
275,263.853,cpu_up_route,blk.3.ffn_up_exps.weight,15,4030464,0,0,0,0.000
276,263.853,cpu_gate_route,blk.3.ffn_gate_exps.weight,15,4030464,0,0,0,0.000
277,263.854,cpu_up_route,blk.3.ffn_up_exps.weight,174,4030464,0,0,0,0.000
278,263.854,cpu_gate_route,blk.3.ffn_gate_exps.weight,174,4030464,0,0,0,0.000
279,263.854,cpu_up_route,blk.3.ffn_up_exps.weight,11,4030464,0,0,0,0.000
280,263.854,cpu_gate_route,blk.3.ffn_gate_exps.weight,11,4030464,0,0,0,0.000
281,263.854,cpu_up_route,blk.3.ffn_up_exps.weight,163,4030464,0,0,0,0.000
282,263.854,cpu_gate_route,blk.3.ffn_gate_exps.weight,163,4030464,0,0,0,0.000
283,263.854,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
284,263.854,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
285,263.854,cpu_up_route,blk.3.ffn_up_exps.weight,26,4030464,0,0,0,0.000
286,263.854,cpu_gate_route,blk.3.ffn_gate_exps.weight,26,4030464,0,0,0,0.000
287,263.854,cpu_up_route,blk.3.ffn_up_exps.weight,166,4030464,0,0,0,0.000
288,263.854,cpu_gate_route,blk.3.ffn_gate_exps.weight,166,4030464,0,0,0,0.000
289,263.855,cpu_up_route,blk.3.ffn_up_exps.weight,233,4030464,0,0,0,0.000
